x, y
0.9826669300229939, 39.034907230601135
1.1068419228490185, 36.82996191195842
1.2812533773585608, 34.222947789770345
1.459838781206793, 31.69404989227109
1.6715176405260666, 28.857741675261153
1.9228490185628941, 26.352738152372588
2.2321684784836635, 23.640037373252596
2.719178924537232, 20.187529995609154
3.3261904140781344, 17.032553532589272
3.962270479370628, 14.320542014275357
4.654698860735435, 11.697904647149523
5.262157559134054, 9.897325668072417
5.322828894164297, 26.39547232234941
5.331176792841677, 23.528606876270025
5.397810912641476, 20.14617434724449
6.286713052163186, 18.403723029479938
7.63132101769829, 16.802799930563356
8.866660952331262, 15.844497656513258
9.550741435018688, 15.517328527228354
9.604406497944701, 32.33758973154568
9.626021592734347, 20.28448601566409
11.32690594825048, 19.54973399638521
13.75942399499126, 18.874488160031042
16.755574272074416, 18.15673790730208
19.146352825428295, 17.880114570462876
19.175272331560645, 21.892761229845505
19.164539318975443, 19.718832647476283
21.597206435335462, 19.384541156528577
24.233055442718133, 19.119635253392694
27.971572423611136, 18.97741777373865
30.267840838367537, 18.857026886277072
30.25338108530136, 28.403059296851865
30.336412863217443, 16.708830707334755
33.753833884269795, 16.590737355893435
36.88608472371809, 16.423476733618568
40.07229876533088, 16.34168445129734
